address,japanese,korean,length
0x00444A54,劔劔劔劔吽,근위대,10
0x00444AF4,劔劔吽,서수촉,6
0x00444C78,劔哄劔,검교검,6
0x00444D28,劔劒劔,검검훔,6
0x00444D3E,劔囮劔,검홍검,6
0x00444E92,毓劔劔劔劔劔,보병,12
0x00444F74,劔飭劔劔勦,공병대,10
0x004453FE,漱引涓,검검검,6
0x00446035,咬劔咬,검미검,6
0x004478D1,舜劔凛,물줄기,6
0x0044BFFD,舜劔凛,순검린,6
0x0044EE41,咬劔咬,교검교,6
0x00450735,舜劔凛,순검린,6
0x0045564A,鎗劔劔劔劔,창병대,10
0x00457026,辧漱辧,교검교,6
0x00459378,引姻引,순검린,6
0x0046320D,漠僖祢,변수변,6
0x00464062,尸劔劔,인연인,6
0x004734D8,錠条戒,막희네,6
0x00477870,晦鵙晒,시검검,6
0x0047814A,刪乘劍,건강,6
0x00479109,屁尸剱,회격쇄,6
0x00479F3C,晦鵙晒,산승검,6
0x0047A3EE,椋冰為,비시검,6
0x0047AE46,活黄渇,회격쇄,6
0x0047AEA5,亂汚亙,량빙위,6
0x0047B1A2,坏樣蘭,활황갈,6
0x0047B775,活巻穐,난오긍,6
0x0047BD2E,鋒天鋒,배양란,6
0x0047C749,撩巉憑,활권추,6
0x0047CB08,劔駅儷,봉천봉,6
0x0047DDE7,刪給虻,요참빙,6
0x0047E221,鰤劔呰,검역려,6
0x0047EE58,錠条戒,산급맹,6
0x00482DF6,晦倨息,사검자,6
0x00485C5B,漣剽吏,정조계,6
0x00485C66,蘭劍冰,회거식,6
0x004867B7,穐劔劵,연표리,6
0x0048986C,綾剱李,난검빙,6
0x00489FD0,晦鵙晒,추검권,6
0x0048A137,劔刧茜,능검리,6
0x0048B478,晦鵙晒,회격쇄,6
0x0048BF96,汚冽吏,검겁천,6
0x0048D56A,坏樣蘭,회격쇄,6
0x0048DAD5,穐偉壕,오렬리,6
0x0048DCF8,着兩朮,배양란,6
0x0048DE1B,尸匯笈,추위호,6
0x0048E032,鋒天鋒,착량출,6
0x0048EA1D,撩巉憑,시회급,6
0x00492A6F,吏刪勦,봉천봉,6
0x00492B7B,芥葵？,요참빙,6
0x00492B97,坎葵秤,이산초,6
0x00493A89,詛亙跟,개규?,6
0x004943D2,睾哩飭,감규칭,6
0x004954DE,坎葵秤,저긍근,6
0x00497DB0,刮飭劔,고리칙,6
0x00497EBD,芥葵？,감규칭,6
0x00497ED9,坎葵秤,괄칙검,6
0x0049A66A,晦鵙晒,개규?,6
0x0049A68A,晦鵙晒,감규칭,6
0x0049A6CA,晦鵙晒,회격쇄,6
0x0049A6EA,晦鵙晒,회격쇄,6
0x0049A918,芥葵？,회격쇄,6
0x0049A934,坎葵秤,회격쇄,6
0x0049AB18,劈卷劔,개규?,6
0x0049D2B9,恙卷劔,감규칭,6
0x0049DC75,沿劍刪,벽권검,6
0x0049EEC8,刮飭劔,양권검,6
0x004A0A9A,晦鵙晒,연검산,6
0x004A0ADA,晦鵙晒,괄칙검,6
0x004A0AFA,晦鵙晒,회격쇄,6
0x004A0B3A,晦鵙晒,회격쇄,6
0x004A0F62,れ檜隷,회격쇄,6
0x004A2A97,泗辧淹,회격쇄,6
0x004A51AA,架懸仆,레회예,6
0x004A51E4,岔崋飭,사변엄,6
0x004A5594,慘桓弧,가현부,6
0x004A5877,渇蓑竃,차화칙,6
0x004A6360,穐匱卿,참환호,6
0x004A6451,慄忱慄,갈사조,6
0x004A80B0,冓囮劔,추궤경,6
0x004A93AC,剽雄幌,공포심,6
0x004A952A,忱惧凉,미끼검,6
0x004AA15A,＿ヽヾ,맹장,6
0x004AA163,ゞ〃仝,두려움,6
0x004ABD12,慘恙僥,권추권,6
0x004ABD64,位活謙,감슈이,6
0x004ACB95,蜘鋳湾,참양요,6
0x004AE67A,屁肘劔,위활겸,6
0x004AED26,濂潦澳,지주만,6
0x004AED2F,澡澤澹,비주검,6
0x004AED38,澪濟濕,염료오,6
0x004AED41,濔濘濱,조택담,6
0x004AED6E,瀲灑灣,령제습,6
0x004AED77,炒炯烱,감ш이,6
0x004AED80,炸炳炮,염쇄만,6
0x004B07CA,売虻劑,초형형,6
0x004B1715,叨擠χ,작병포,6
0x004B1C76,濂潦澳,매맹제,6
0x004B1C7F,澡澤澹,도제χ,6
0x004B1CBE,瀲灑灣,염료오,6
0x004B1CC7,炒炯烱,조택담,6
0x004B1D4E,牾犂犁,염쇄만,6
0x004B1D96,獏默獗,염쇄만,6
0x004B1DDE,瑰瑣瑪,초형경,6
0x004B4451,笈殊死,맥묵궐,6
0x004B48EE,苹剴甜,괴쇄마,6
0x004B52C6,バ掬亀,급수사,6
0x004B698F,劔薗劔,평개첨,6
0x004B6E49,蜘韮奪,바국귀,6
0x004B70B7,鎌越荻,검원검,6
0x004B70DA,遥圷嬰,지구탈,6
0x004B7513,痩痩☆,겸월적,6
0x004B87BF,劍貿甥,요하영,6
0x004B883D,匳咬榾,수수☆,6
0x004B93E2,冽吠僉,검무생,6
0x004BA446,牾犂犁,염교골,6
0x004BA44F,犒犖犢,열폐첨,6
0x004BA48E,獏默獗,오려리,6
0x004BA497,獨獰獸,고락독,6
0x004BA4D6,瑰瑣瑪,맥묵궐,6
0x004BA5AE,甓甞甦,독녕수,6
0x004BB209,街蓙街,괴쇄마,6
0x004BC85F,勞鎌刧,벽상소,6
0x004BDDCC,網理免,가좌가,6
0x004BE468,鴃劔顋,노겸겁,6
0x004BF8BF,判万吠,망리면,6
0x004BFBD5,峪雙儘,격검시,6
0x004BFC3E,河旱砂,판만폐,6
0x004BFC81,俤蕎仗,곡쌍진,6
0x004BFC89,匸鋸緯,하한사,6
0x004BFE08,慢菜繁,제교장,6
0x004C05FE,鋒天鋒,혜거위,6
0x004C125A,枚勘矯,만채번,6
0x004C1606,刔禦刔,봉천봉,6
0x004C17E1,層僖肺,매감교,6
0x004C1B7B,賢鄒騰,결어결,6
0x004C2AF4,滑桓街,층희폐,6
0x004C34C8,悃伊彷,현추등,6
0x004C38E3,嘩壕絢,활환가,6
0x004C432A,們音叺,곤이방,6
0x004C455B,嚮−養,화호현,6
0x004C556B,減棺下,문음입,6
0x004D7701,歴歴歴条歴条,기갑,12
0x004D7712,歴歴歴歴歴歴,전차,12
0x004DAA73,旧克署,투명인,6
0x004DC2DB,抉霸蘖,구극서,6
0x004DE0D5,咳輝訓,패권싹,6
0x004DE0DE,傘襲娠,신선주,6
0x004DE0F2,弃抉霸,해휘훈,6
0x004DE29D,撤捻姫,산습신,6
0x004DFC95,咳輝訓,기결패,6
0x004DFC9E,傘襲娠,철염희,6
0x004DFCA7,単撤捻,해휘훈,6
0x004DFCBA,抉霸蘖,산습신,6
0x004DFE38,絮膠蕷,단철염,6
0x004E19A6,儺繕衙,결패얼,6
0x004E20B9,波籀藻,서교여,6
0x004E21E7,僖姜蝿,나선아,6
0x004E232B,庠戰崛,파주조,6
0x004E2A58,鳩僵漂,희강승,6
0x004E2F3C,蛋伝覗,상전굴,6
0x004E2F53,兪啻嫣,구강표,6
0x004E31B8,咀擇裸,단전사,6
0x004E48B1,瓱鈬浄,유시언,6
0x004E7E8A,傑于廃,저택라,6
0x004E85B7,宙擴発,와탁정,6
0x004E85CA,攪末閥,걸우폐,6
0x004E942D,幅摧Д,교즙강,6
0x004E9599,楷莫矛,전훈,6
0x004E973D,┛豫争,폭쇄D,6
0x004E9847,沱攘廣,해막모,6
0x004E987E,擣撩ヵ,예쟁,6
0x004E9887,恤歯球,타양광,6
0x004E98C6,恫恷又,도료카,6
0x004E9AF1,涛渠芦,휼치구,6
0x004E9CC7,椚梠蘭,공포타,6
0x004EA3E8,遭档腐,구로란,6
0x004EA404,昧＝ユ,파승벌,6
0x004EB39D,劔劔惜,조당부,6
0x004EBAD7,僊毆僊,매＝유,6
0x004F4D3E,径歴鄲,검검석,6
0x004F9BBE,璃侶戝,선구선,6
0x004F9E36,繭摎梨,경력단,6
0x004FA50D,棍恬惓,리려재,6
0x004FAEB8,蜉封鮒,고치배,6
0x004FB170,理繭朴,평온봉,6
0x004FB367,恬屁陸,부봉부,6
0x004FB808,甓犇曄,이견박,6
0x004FC71A,斤筱蟐,념비륙,6
0x004FC7B3,鉗蓍跏,벽분엽,6
0x004FC8A4,烟з沫,근소상,6
0x004FCC1E,惧惧末,겸시가,6
0x004FD135,粐簫駲,연즈말,6
0x004FD5FD,趙粢粨,구구말,6
0x00503757,褞梁Å,미확인,6
0x005082DE,翳伎題,미확인,6
0x0050907E,儷楾汾,미확인,6
0x0050B680,＃粕鉢,ц추ц,6
0x0050ED8F,跫裙聿,연구괴,6
0x0050FA3B,琿鳫沁,염곤고,6
0x005126EE,梧踟只,종결말,6
0x0051402F,伜袤裹,항취전,6
0x00514043,袿咸択,오지지,6
0x005162B7,譬弧貳,졸무과,6
0x00516F8D,樒懼彭,계함택,6
0x00517716,註愚硫,비호이,6
0x00518A3C,渝壥擠,밀구팽,6
0x0051928E,希櫃滿,주우류,6
0x0051AA0F,畷恙辨,유양제,6
0x0051DE44,＿２ヂ,로시봉,6
0x0051DE69,植羨嘆,전현비,6
0x0051DE72,撚柊鵬,＿２지,6
0x0051DE7B,連僊哂,식선탄,6
0x0051DE84,廣找朮,연종붕,6
0x0051DF22,瀲痃穢,연선신,6
0x0051F783,凋冑稽,광조술,6
0x0051FA88,咬泗咥,렴현예,6
0x00520523,蔭殀伉,교사희,6
0x00521280,蜍更蘂,합견장,6
0x00522258,靺研Й,음요항,6
0x005224BF,總臍藾,서경예,6
0x00522E1C,熱栽楫,말연Й,6
0x00523450,ц很ц,총제뢰,6
0x00523E8E,劔鬮劔,열재즙,6
0x00524976,紂隋藾,ц흔ц,6
0x0052561A,恙厠撕,검鬮검,6
0x005269E2,顕頃鴫,양측시,6
0x00526ABE,萵蚪踈,이준참,6
0x00526ACA,醪頏鴪,현경전,6
0x005279EC,柤訃榑,와두소,6
0x00527A2B,等筏匐,료항율,6
0x0052944A,封儷払,사부전,6
0x0052A8EB,繊叩邸,등벌복,6
0x0052A8F4,鼻鳳猶,봉려불,6
0x0052A9A0,瀾疳穡,섬고저,6
0x0052A9A9,舊蚪誄,비봉유,6
0x0052AA8E,．・：,난감색,6
0x0052AAE0,”（阻,！゛돈,6
0x0052AC0D,硴碆硼,‖초석…,6
0x0052CFEE,褓活鷙,향기п,6
0x0052E21C,茗鵐茯,현구기,6
0x0052F180,紂隋褞,유인봉,6
0x0052F189,蹇錙顱,법련,6
0x0052F312,尉禾干,센증소,6
0x0052F32E,斑蔽銘,위화간,6
0x0052F337,价卉壯,교삭축,6
0x0052F340,慯昵榱,반폐명,6
0x0052F388,眈眇眄,개훼장,6
0x0052F3DC,瑰碵糂,상닐최,6
0x005422AD,剩棚僮,담묘면,6
0x00542D65,毎漠鉛,괴정삼,6
0x00543C67,ｄＺ翌,잉붕동,6
0x0054565E,汚揺悠,매막연,6
0x00546831,げΣ┣,dZ익,6
0x005469D1,恭験挫,오요유,6
0x005469DA,消醒唾,게Σ┣,6
0x005469E3,特斑蔽,공험좌,6
0x005469EC,涼价卉,소성타,6
0x005469F5,崔愧戞,특반폐,6
0x00546BD0,竅竄窿,양개훼,6
0x00546BF7,竦竭竰,최괴알,6
0x00546C37,箋箒箏,규찬륭,6
0x00546CA4,炳炮狢,움츠림,6
0x00546CF4,猩猥猾,병포맥,6
0x00546D09,萵裄赳,창졸후,6
0x00546D76,瓠瓣瓧,성외활,6
0x00546DA5,畸當疆,와행규,6
0x00546E21,瞼瞽漓,호판와,6
0x00546E38,碪碯磑,기당강,6
0x00546EA7,禺秉秕,검고리,6
0x0054C0BF,矢赧誅,침뇨애,6
0x0054C569,匯譎朏,기진,6
0x0054C622,鰺冽寮,저주령,6
0x0054CF68,段稍殆,궤월,6
0x0054F206,蝿魯刪,한빙료,6
0x00553229,劔悼劔,수침점,6
0x005532AC,鉗酌鉗,예람차,6
0x00553540,區尨區,검도검,6
0x00553555,苹匯道,겸작겸,6
0x00553711,葵濠虻,구방구,6
0x00553BB3,勦給勦,평회도,6
0x00554725,鞏蒔鰡,규호맹,6
0x005548D6,穐轄決,초급초,6
0x00554F59,宀凌叟,기강요,6
0x00555998,亂實宛,영승초,6
0x00555D1E,孤喬圉,면능수,6
0x0055608B,汚叭甑,난실완,6
0x00556FD2,鎌亂肝,고교어,6
0x005573CF,蕷襦躅,오파증,6
0x0055753C,就植羨,겸난간,6
0x00557840,劒噎啀,여유촉,6
0x0055867A,蹤ャ緲,열화체,6
0x0055891A,蝠弸厠,이취갈,6
0x00558FB0,葵逢ｂ,종야묘,6
0x005593E2,現崕朽,복붕측,6
0x0055989C,甸剖甸,규봉B,6
0x00559FE6,惑刪僉,현애후,6
0x0055A341,長惱劔,전부전,6
0x0055ACCB,擯呀岬,혹산첨,6
0x0055B1CA,瘤霆稲,장뇌검,6
0x0055B1E6,卷鯲刮,빈아갑,6
0x0055B47E,違試允,유정도,6
0x0055B80B,輝訓恒,권추괄,6
0x0055B81D,撤捻姫,위시윤,6
0x0055BF06,勦劔撕,휘훈항,6
0x0055C271,劑譁叨,철염희,6
0x0055C282,冉叨飭,초검시,6
0x0055CBC8,荻刪勳,제화도,6
0x0055CBD1,荻坎囮,염도칙,6
0x0055D68F,姥郵沿,적감와,6
0x0055DD20,巻巻價,편열포,6
0x0055EADA,┷嶋郁,모우연,6
0x0055EE23,沿隱羽,권권가,6
0x0056025C,邸如鼻,┷도욱,6
0x00560CE5,齢慘冽,연은우,6
0x00561F9D,尸厠恙,저여비,6
0x005628BB,曜綾啜,령참렬,6
0x00562940,甥仆汚,시측양,6
0x00563208,鴎囮勦,요릉철,6
0x0056358D,齷援剱,생부오,6
0x00563C17,茜兢蟠,어검장,6
0x00564037,椦冏框,적담작,6
0x005642B8,依娶劒,천긍반,6
0x005644F1,映幕冉,권경광,6
0x00564807,自巖椽,의취검,6
0x0056482C,實稔嶼,영막염,6
0x00564A62,實亂冽,자암연,6
0x00564BE7,慘憚計,실임서,6
0x00569B21,澑甕祓,면약등,6
0x00569C97,拶就植,2아Б,6
0x00569D57,鏖顴鵞,해귀굴,6
0x0056A406,略儺涼,찰취식,6
0x0056A51C,剽嗹亮,오관아,6
0x0056B116,劔靂刮,약나량,6
0x0056B16D,格岡亙,표련량,6
0x0056B525,睨剽厂,검력괄,6
0x0056B52D,勦忿噐,격강긍,6
0x0056B919,尸温児,예표창,6
0x0056D2F0,鳳諭蓮,2아Б,6
0x00579188,℃ゎ″,약탈검,6
0x0057B543,把裕脱,℃와″,6
0x0057F484,拑謬漂,보병대,6
0x0057F6D8,頬黙劒,기갑대,6
0x005805D9,樶髷屓,전차대,6
0x0058061F,樣髯枩,포병대,6
0x00580BD1,劔謡沿,양염송,6
0x00580D56,速嗇愧,생교생,6
0x00581F83,迂払甥,검요연,6
0x0058207B,鎌演葎,속색괴,6
0x005827ED,敬溢恙,우불생,6
0x005828ED,帽漠唸,겸연율,6
0x00583AF4,撕槊呀,경일양,6
0x00583FC0,喝駸撩,모막념,6
0x0058426A,拏佩捶,시삭아,6
0x00584272,餓劔匯,갈침료,6
0x005842AA,鬮晟椪,나패추,6
0x00584467,麟沿僚,아검회,6
0x005847F2,圸勘穐,구성병,6
0x00584E24,決塰茎,고감규,6
0x0058508F,事劭侍,위하측,6
0x00585144,擠維勵,결해경,6
0x005854C1,傑陬彷,사소시,6
0x005885DA,害飢群,제유려,6
0x005885E3,参讐寝,걸추방,6
0x005885EC,嘆轍撚,해기군,6
0x005886A3,錢顴鵞,참수침,6
0x00588DFE,以卦以,탄철연,6
0x0058918D,袈舗啅,전관아,6
0x00589AEA,漁ν級,이괘이,6
0x00589B93,段葺冓,가포탁,6
0x0058A507,唸穐仇,어뉴급,6
0x0058A6D5,劔仇劔,단즙구,6
0x0058A832,妛岶漁,염추구,6
0x0058AA05,胞冓僊,복수검,6
0x0058ABB7,栂茗堽,심해어,6
0x0058B77D,移嚠願,청명암,6
0x0058DC8B,劔音劔,원붕수,6
0x0058DE80,僞霧吠,구명구,6
0x0058E131,兀匯僮,검음검,6
0x0058E47D,嚠仄冤,위무폐,6
0x0058F5C5,尹黄圸,올회동,6
0x0058F68D,趙Д蒡,류측원,6
0x0058F986,寒棺屹,윤황산,6
0x0058F9FC,嚔仆嗹,조디방,6
0x005930B3,矯寤脅,검기참,6
0x00593447,韶叨逸,협공검,6
0x0059380C,尸匳劔,각성협,6
0x00593C7B,囮冖侭,풍류일,6
0x00593D1D,冉跏項,시검함,6
0x00594630,極掉誘,미끼진,6
0x00594D15,啀娜弃,가부항,6
0x005953EF,勣滑岔,극유도,6
0x00596892,負蔚兌,열요렬,6
0x0059689B,封封劔,치람억,6
0x005973C8,飭児匱,부울태,6
0x005976A8,遥漁莱,봉봉검,6
0x00597A14,建儺吏,칙아궤,6
0x00599184,轍撚媛,요어래,6
0x00599478,蕗兌劔,건나리,6
0x005999DD,飭嚔蕨,철연원,6
0x0059A5D1,凉儻風,노태검,6
0x0059A954,囘妖揚,칙체궐,6
0x0059BE58,穐滑娃,양당풍,6
0x0059BEA9,蓉擁僮,회요양,6
0x0059C297,耀冏遥,추활왜,6
0x005AABC9,剩棚僮,괘거입,6
0x005AB681,毎漠鉛,미설정,6
0x005B4ADC,朽芋汝,연꽃검,6
0x005B72FD,悪慣仍,후우여,6
0x005BEF16,鱧肄鳫,애지체,6
0x005BF711,粢蒟鉞,악관잉,6
0x005BF780,鱧裴聶,례이안,6
0x005BFBAE,鞦銕鳫,자구월,6
0x005C0E79,鞣肄褊,보병대,6
0x005C119B,萵褄赧,기갑대,6
0x005C3936,蹂裲鰤,모첨배,6
0x005C440B,送メ＆,겸배첨,6
0x005C4490,負麿勳,유량방,6
0x005C47B8,投李擒,부마훈,6
0x005C4A03,鰄肬胙,전차대,6
0x005C52DA,肆粮鴿,포병대,6
0x005C6FCA,剌鵠擇,시량구,6
0x005C7040,剽硴洳,윤치부,6
0x005C71C5,檮到末,랄곡택,6
0x005C72A9,磅靼蓙,표화여,6
0x005C73AB,葢碎跂,도말,6
0x005C73F8,礦粫肆,방달좌,6
0x005C7485,醤鯑猜,개쇄기,6
0x005C792D,裙跫聹,광연사,6
0x005C9A06,蓴釵蟠,장희시,6
0x005C9A17,贓逋閑,군공녕,6
0x005CAA33,粲鞣鞆,순채반,6
0x005CB0A2,此磑肆,장포한,6
0x005CB819,砒玻粨,정찰대,6
0x005CBD4C,袱冐贍,공병대,6
0x005CD4FD,璞鳬萵,저격대,6
0x005CE968,竟玻蓼,야전포,6
0x005D0886,裃裨矼,박격포,6
0x005D0E23,聳葢糯,방공포,6
0x005D13AA,銖踟醫,수송대,6
0x005D1986,李尠畠,의무대,6
0x005D1C2F,荵潔悋,보급대,6
0x005D2282,搏渚傷,준÷ю,6
0x005D238B,摶博飼圀部劵,포병,12
0x005D24C7,着÷′,자문율,6
0x005D2640,亦数圍,÷÷낫,6
0x005D2714,鞜琅萬,착÷′,6
0x005D28DC,槍ｅ是,만랑화,6
0x005D31D0,絡鵠涎,지휘부,6
0x005D3296,摶酎裡,방어선,6
0x005D3811,嚊÷亜,기동대,6
0x005D38B6,項≠埓,대대,6
0x005D3901,桾署圻,돌격대,6
0x005D40DC,沱悍擇,랄조희,6
0x005D4271,剩暑鎗,진두=,6
0x005D4567,膜燕慍,타한택,6
0x005D96ED,矣瑕鞜,잉서창,6
0x005DCC96,聶裃粨,막연온,6
0x005DEB29,將著劒,의하답,6
0x005DEF98,旧名鞴,섭개백,6
0x005DF367,剄湯蜜,장저검,6
0x005E0248,粡齏鱆,시효습,6
0x005E0460,砒籤琲,괵전승,6
0x005E047C,酣泱悛,동제장,6
0x005E04D9,粢裘顆,비첨배,6
0x005E05F2,粐裔硅,감앙전,6
0x005E1002,肆蒿襃,자구과,6
0x005E1CF8,袵跏慣,인예규,6
0x005E2035,悧悒屬,사호포,6
0x005E4B71,顆萬瞑,총저보,6
0x005E55C6,佳逐箴,호타비,6
0x005E6229,盪攸聆,과만명,6
0x005E7007,袒跼鱆,가축잠,6
0x005E739E,摎撼劒,탕유령,6
0x005ED5BF,鞣珞鈿,단국장,6
0x005EEE0F,筰囹垤,류감검,6
0x005EEE7A,罨囹垓,유락전,6
0x0060185F,裝裴鈞,의락함,6
0x00601E28,鈑跌鞨,유구송,6
0x00602263,粡鈬蒡,장배균,6
0x006025EE,瑯鉗頌,판질갈,6
0x006028F1,肄裹鴦,동탁방,6
0x00602A0E,鞣矼鈑,랑겸송,6
0x00603007,鈔珞葢,이과앙,6
0x0060326F,鞨瑯鈬,유강판,6
0x0060A87F,糶霖鞜,근랑짐,6
0x0060E445,聿葯胝,삼달두,6
0x0060E76A,聚砌韭,조림답,6
0x0060E96A,褂鱠簽,율약지,6
0x00611FB3,鴆鱸鋩,취체구,6
0x0061200A,粃聆粹,괘회첨,6
0x00612024,齏聽肬鳧褄胙,대대,12
0x00612184,赱矣釶,짐로망,6
0x0061260A,鱚裴竟,주야타,6
0x00613C59,鱧赱瑟,타항포,6
0x00614229,趾矮蓐,려주슬,6
0x00615297,褄瑶顫,달좌격,6
0x00615469,痩蕩峩,지왜욕,6
0x00615572,裙肄糺,처요전,6
0x00616DA1,葆頸鉅,수탕아,6
0x0061728B,珮珮鉚,군이규,6
0x0061A04A,礦赭褥,패패묘,6
0x0061A110,囮爆昼,혼앵애,6
0x0061A2F6,磑葩肬,주석곤,6
0x0061A371,釟砒跟,예수부,6
0x0061A4F5,鱚鴦釉,광자욕,6
0x0061C185,鱠矣蓆,팔비근,6
0x0061CB62,鈔砌鴪,희앙유,6
0x0061DAE2,鞣矼鴃,회의석,6
0x0062154D,韈韋蓆,방어선,6
0x00621BE3,鱶韆襁,공병대,6
0x00628735,鮟嚶糞,노부도,6
0x0062877C,箙恊隆,치매상,6
0x00629991,梺荘岫,안앵분,6
0x0062A878,琅韈鴟,복협륭,6
0x0062BCC6,珞粢銕,랑말치,6
0x0062C178,投鰹勸,랑이항,6
0x0062C3BF,豼搴治,낙자철,6
0x0062D450,郛搶崕,투견권,6
0x0062E63B,嚮ヤ拳,표건치,6
0x0062EA13,尅旧硲,부창애,6
0x0062EAB5,嚴滑頗,향야권,6
0x00639A3A,趺韋裔,균비합,6
0x0063A53D,←踵篷,장좌호,6
0x0063B5D7,棡惧悚惧惧惧,보병대,12
0x0063B6A6,沮惧惧惧惧惧,기갑대,12
0x0063C982,砒跖鴆,←불명,6
0x0063C9E8,矼褂韲,박체제,6
0x0063CA4E,珞裹裲,비척짐,6
0x0063CB1B,矣砌齏,강괘제,6
0x0063CB82,珮肄頏,낙과양,6
0x0063DA88,摎擧濤,의체제,6
0x0063DAEE,髄理密,패이항,6
0x0063DB20,梺漠沽,교거도,6
0x0063DB53,剏送剩,수리밀,6
0x0063E4B4,棍悚撥,교거도,6
0x0063E8AC,擅剿酔視虫慯,전차대,12
0x0063E9AF,恣箔履崢矮,보병대대,10
0x0063EA46,棍恣涛蕗侶,기갑대대,10
0x0063EA79,棍搗鋳曝亶,전차대대,10
0x0063EAAC,屎將蒼曝劭,포병대대,10
0x0063EADF,泛專駐迫弌,보병부대,10
0x0063EB78,沾恍崇舶剽,기갑부대,10
0x0063EBE0,恣鋳粕剿卩,전차부대,10
0x0063EE45,亦聡崇白椛,포병부대,10
0x0063EEAB,囀草書柏鉛,보병중대,10
0x0063EF11,摶随緒聡轄,기갑중대,10
0x0063EF44,椈綜麹誌滑,전차중대,10
0x0063EF77,沽虫試随焔,포병중대,10
0x0063EFDE,恂渚誌衰穐,보병연대,10
0x0063F144,恍署緒号焚,기갑연대,10
0x0063F177,將署署合垉,전차연대,10
0x0063FCA7,棡剔署緒縛,포병연대,10
0x0063FD40,椦乱署緒筒泪,보병대,12
0x0063FD73,棡乱諮試痘椶,기갑대,12
0x0063FDA6,撓武署緒祷泙,전차대,12
0x0063FDD9,棡卵書緒伏泪,포병대,12
0x0063FE0C,椦拍試誌著棕,보병 부대,12
0x0063FE3F,撓乱誌試貯,보병사단,10
0x0063FEA5,沮乱緒誌苧,기갑사단,10
0x0063FED8,椦乱克誌猪泪,기갑 부대,12
0x0063FF0B,棡鱒試訣装椒,전차 부대,12
0x0063FF71,棡酪試訣薯圍,포병 부대,12
0x0063FFA5,攪錘詩署筒,전차사단,10
0x0063FFD8,棘棟詩刻丁,포병사단,10
0x0064000B,棘棟轟刻走棗,대대 공격,12
0x0064003F,椈柏誌髄蔓,보병대,10
0x00640072,恬博月書駁,기갑대,10
0x0064013F,泝拍瑞葬丕,포병 진지,10
0x006401A6,棘聡瑞藻撻,정예 기갑,10
0x006402D9,椏酎崇漠泪,전차 포격,10
0x006403D8,沐葬書苧泯,보병 매복,10
0x006407A4,悁覧李,수리밀,6
0x00640909,尨武瑞当痢,기갑 돌격,10
0x006409A3,撓蕪箔迫撻,포병 압박,10
0x006409D6,撥又涛風椒,전차 강습,10
0x00640A09,撓又箔迫悗,기갑 압박,10
0x00640A6F,撥欄湯迫國,포병 진격,10
0x00640AA3,尨白鋳葺椒,전차대,10
0x00640B3C,囓盗髄燈屬,보급 부대,10
0x00640BA2,尸俣涛葺洟,포병 방어,10
0x00640BD5,尨亦荘薄屬,기갑 방어,10
0x00640CA1,恙藍部蕗洟,보병 지원,10
0x00640DD4,尸部舶繭洟,전차 지원,10
0x00640EA2,悁劍屐,하막고,6
0x00640F3B,剿部灯吏擒,포병 지휘,10
0x00641007,沽柏麹給薯副,대대 지원,12
0x0064106E,囑註詩諮猪屬,보병 공격,12
0x006410A1,恬盗詩誌嵩屬,방어,12
0x006410D4,恬泊詩刻数圓,보병 지원,12
0x00641107,棘泊渚克藷辧,기갑 공격,12
0x0064113A,泅葡錘刻嵩辧,전차 공격,12
0x0064116D,椈淘渚訣資璃,포병 공격,12
0x006411A1,恫白錘署縛,기갑 포위,10
0x006411D3,泅葡錘麹藷劬,전차 지원,12
0x00641207,囗盗渚麹遭椄,기갑 지원,12
0x0064123A,恬淘錘麹趨擘,포병,12
0x0064126D,椢俣盗崇万,보병대,10
0x006412A0,恬盗詞血助圓,보병 정찰,12
0x006412D3,椢俣酎緒著,기갑대,10
0x00641306,棘亦草瑞丁,전차대,10
0x006413A0,囑盗緒諮慢,포병대,10
0x006413D3,恬泊瑞崇理,보병 지원,10
0x00641406,尠衷緒署万,전차 지원,10
0x00641439,尠註庶誌筒,포병,10
0x0064146C,椢蕪荘葬万,기갑 돌격,10
0x0064149F,棘蕪草蒼理,전차 돌격,10
0x00641506,尢湯酎祷撻,포병 사격,10
0x00641606,摶註試賜蕗椄,보병대,12
0x00641639,對錘轟刻痘孱,포병 포격,12
0x0064166C,泗白庶書曝悖,보급 대대,12
0x0064169F,恂綜結訣数劑,기갑대,12
0x006416D3,欄曙糾去装國,전차 배치,12
0x00641739,尓註麹誌苧悗,보병 지원,12
0x006417A0,剳綜詩諮漠洶,포병,12
0x00641806,恂虫結旧藷辨,기갑 전개,12
0x00641839,棊聡詞訣数圍,전차대,12
0x0064186D,專錘轟国漠,기갑 포격,10
0x006418A0,椁荘庶薯伏,방어,10
0x006418D3,恂衷詩書副,전차 방어,10
0x00641906,沽註渚資爆,포병 방어,10
0x00641939,摎盗緒薯復,보병 공세,10
0x0064199F,泗盗轟克送擂,포병 사격,12
0x006419D3,囎酎髄猪悗,전차 공세,10
0x00641A06,剪渚血賜麿,기갑 공세,10
0x00641A39,尓註誌藻辨,포병 진격,10
0x00641A6C,尓註緒藻圈,보병 진격,10
0x00641A9F,囈綜克崇慢,기갑 진격,10
0x00641B6B,囀錘訣崇慢,전차대,10
0x00641B9E,對随麹書爆洽,전차 돌격,12
0x00641BD1,恤綜血署祷椥,방어,12
0x00641C04,恂淘瑞蒼梨,보병대,10
0x00641C37,摯錐活褐国痢,기갑 공격,12
