address,char_count,hex_bytes,japanese,korean_translation,notes
0x007DAE39,3,8140844098b0,　А于,,
0x007DB032,3,88d588d588c0,易易安,,
0x007DB042,3,81408cd588df,　虎衣,,
0x007DB0E3,3,8140e94992c0,　飆賃,,
0x007DB1C0,3,8177817681be,『」∪,,
0x007DB1D7,3,8177816a81be,『）∪,,
0x007DB1E0,3,8156814981be,〃！∪,,
0x007DB205,3,8144814581be,．・∪,,
0x007DB20E,3,8147814881be,；？∪,,
0x007DB217,3,814a814b81be,゛゜∪,,
0x007DB220,3,814d814e81be,｀¨∪,,
0x007DB229,3,8150815181be,￣＿∪,,
0x007DB232,3,8153815181be,ヾ＿∪,,
0x007DB23B,3,814f814e81be,＾¨∪,,
0x007DB24B,3,814a814981be,゛！∪,,
0x007DB254,3,8147814681be,；：∪,,
0x007DB25D,3,8144814081be,．　∪,,
0x007DB2D4,3,81638172817d,…〉±,,
0x007DB326,3,8173816481be,《‥∪,,
0x007DB35C,3,8173817681be,《」∪,,
0x007DB393,3,816e817281be,］〉∪,,
0x007DB39C,3,816f816781be,｛“∪,,
0x007DB3A5,3,8157814081be,仝　∪,,
0x007DB3DF,3,814f814081be,＾　∪,,
0x007DB400,3,8149815681be,！〃∪,,
0x007DB40B,3,8151814c81be,＿´∪,,
0x007DB41B,3,8140814081be,　　∪,,
0x007DB424,3,8140814081be,　　∪,,
0x007DB42F,3,8140814081be,　　∪,,
0x007DB438,3,8141814181be,、、∪,,
0x007DB441,3,8141814181be,、、∪,,
0x007DB44A,3,8141814181be,、、∪,,
0x007DB453,3,8141814181be,、、∪,,
0x007DB633,3,8143814381be,，，∪,,
0x007DB63C,3,8142814281be,。。∪,,
0x007DB799,3,8143814581be,，・∪,,
0x007DB7A2,3,8151815681be,＿〃∪,,
0x007DB7AB,3,815f816481be,＼‥∪,,
0x007DB7B4,3,816b816f81be,〔｛∪,,
0x007DB7C4,3,817b817c81be,＋−∪,,
0x007DB80C,3,817c817b81be,−＋∪,,
0x007DB815,3,8176817381be,」《∪,,
0x007DB825,3,8164815a81be,‥〇∪,,
0x007DB82E,3,814e814881be,¨？∪,,
0x007DBA24,3,834b834b834b,ガガガ,,
0x007DBA34,3,834b834b834b,ガガガ,,
0x007DBA42,3,834b834b834b,ガガガ,,
0x007DBA50,3,834b834b834b,ガガガ,,
0x007DBA7D,3,834b834b834b,ガガガ,,
0x007DBA98,3,834b834b834b,ガガガ,,
0x007DBAA8,3,834b834b834b,ガガガ,,
0x007DBAB6,3,834b834b834b,ガガガ,,
0x007DBAC4,3,834b834b834b,ガガガ,,
0x007DBAD9,3,834b834b834b,ガガガ,,
0x007DBAE7,3,834b834b834b,ガガガ,,
0x007DBAF5,3,834b834b834b,ガガガ,,
0x007DBB24,3,834b834b834b,ガガガ,,
0x007DBB34,3,834b834b834b,ガガガ,,
0x007DBB42,3,834b834b834b,ガガガ,,
0x007DBB50,3,834b834b834b,ガガガ,,
0x007DBB63,3,834b834b834b,ガガガ,,
0x007DBB73,3,834b834b834b,ガガガ,,
0x007DBB81,3,834b834b834b,ガガガ,,
0x007DBB8F,3,834b834b834b,ガガガ,,
0x007DBBA3,3,834b834b834b,ガガガ,,
0x007DBBB3,3,834b834b834b,ガガガ,,
0x007DBBC1,3,834b834b834b,ガガガ,,
0x007DBBCF,3,834b834b834b,ガガガ,,
0x007DBCC7,3,834b82b39bbb,ガさ崕,,
0x007DBD00,3,8140814081be,　　∪,,
0x007DBD09,3,8140814181be,　、∪,,
0x007DBD12,3,8141814181be,、、∪,,
0x007DBD1B,3,8141814281be,、。∪,,
0x007DBD24,3,8142814281be,。。∪,,
0x007DBD2D,3,8142814281be,。。∪,,
0x007DBD36,3,8143814381be,，，∪,,
0x007DBD3F,3,8143814381be,，，∪,,
0x007DBD48,3,8143814381be,，，∪,,
0x007DBD51,3,8143814381be,，，∪,,
0x007DBD5A,3,8143814381be,，，∪,,
0x007DBD63,3,8143814381be,，，∪,,
0x007DBD7A,3,8143814381be,，，∪,,
0x007DBD8A,3,8143814381be,，，∪,,
0x007DBD93,3,8143814381be,，，∪,,
0x007DBD9C,3,8143814381be,，，∪,,
0x007DBDA5,3,8143814281be,，。∪,,
0x007DBDB5,3,8142814281be,。。∪,,
0x007DBDBE,3,8142814181be,。、∪,,
0x007DBDC7,3,8141814181be,、、∪,,
0x007DBDD0,3,8141814181be,、、∪,,
0x007DBDE0,3,8140814081be,　　∪,,
0x007DC2D0,3,814083408140,　ァ　,,
0x007DC392,3,8140e94992c0,　飆賃,,
0x007DC479,3,8177817681be,『」∪,,
0x007DC490,3,8177816a81be,『）∪,,
0x007DC499,3,8156814981be,〃！∪,,
0x007DC4BF,3,8144814581be,．・∪,,
0x007DC4C8,3,8147814881be,；？∪,,
0x007DC4D1,3,814a814b81be,゛゜∪,,
0x007DC4DA,3,814d814e81be,｀¨∪,,
0x007DC4E3,3,8150815181be,￣＿∪,,
0x007DC4EC,3,8153815181be,ヾ＿∪,,
0x007DC4F5,3,814f814e81be,＾¨∪,,
0x007DC505,3,814a814981be,゛！∪,,
0x007DC50E,3,8147814681be,；：∪,,
0x007DC517,3,8144814081be,．　∪,,
0x007DC58E,3,81638172817d,…〉±,,
0x007DC5E1,3,8173816481be,《‥∪,,
0x007DC617,3,8173817681be,《」∪,,
0x007DC64E,3,816e817281be,］〉∪,,
0x007DC657,3,816f816781be,｛“∪,,
0x007DC660,3,8157814081be,仝　∪,,
0x007DC69A,3,814f814081be,＾　∪,,
0x007DC6BB,3,8149815681be,！〃∪,,
0x007DC6C6,3,8151814c81be,＿´∪,,
0x007DC6D6,3,8140814081be,　　∪,,
0x007DC6DF,3,8140814081be,　　∪,,
0x007DC6EA,3,8140814081be,　　∪,,
0x007DC6F3,3,8141814181be,、、∪,,
0x007DC6FC,3,8141814181be,、、∪,,
0x007DC705,3,8141814181be,、、∪,,
0x007DC70E,3,8141814181be,、、∪,,
0x007DC9BF,3,88d588d588c0,易易安,,
0x007DC9CF,3,81408cd588df,　虎衣,,
0x007DD4F6,3,8c458c408cbf,窪掘諺,,
0x007DD5F4,3,8c458c408cbf,窪掘諺,,
0x007DD6CB,3,814089b498db,　俺俚,,
0x007DD6DD,3,814089b48cdb,　俺鼓,,
0x007DD6E5,3,8cdb8cdb89c0,鼓鼓佳,,
0x007DD7B8,3,8cdb8cdb89c0,鼓鼓佳,,
0x007DD7C3,3,8140984098b2,　蓮亟,,
0x007DD844,3,8cdb98b49ee1,鼓亢榱,,
0x007DD84C,3,92d58cdb98b4,鍔鼓亢,,
0x007DDCB5,3,8cdbe9478cb2,鼓飄鹸,,
0x007DDFD4,3,8c448c408ce7,轡掘檎,,
0x007DE335,3,8cdb98d598db,鼓俔俚,,
0x007DE78D,3,8173815e8149,《／！,,
0x007DE7A3,3,8971815d8148,衛‐？,,
0x007DE7B7,3,814a815f8175,゛＼「,,
0x007DE7DD,3,8975815f814a,疫＼゛,,
0x007DE88A,3,896e815a8146,穎〇：,,
0x007DEC6F,3,8173815e8149,《／！,,
0x007DEC85,3,8971815d8148,衛‐？,,
0x007DEC99,3,814a815f8175,゛＼「,,
0x007DECC0,3,8975815f814a,疫＼゛,,
0x007DED6B,3,896e815a8146,穎〇：,,
0x007DF70B,3,814081448f43,　．修,,
0x007DF72B,3,814083418143,　ア，,,
0x007DF7E8,3,814081449343,　．鼎,,
0x007E0064,3,814083418143,　ア，,,
0x007E00C5,3,9286e14392f9,中瓩訂,,
0x007E0C53,3,815de5458dbe,‐薤裟,,
0x007E0CD5,3,835de54592be,ゾ薤沈,,
0x007E11DE,3,8141814281be,、。∪,,
0x007E11F5,3,8141814081be,、　∪,,
0x007E1205,3,8142814281be,。。∪,,
0x007E1215,3,8142814281be,。。∪,,
0x007E122C,3,8142814381be,。，∪,,
0x007E1306,3,8146814581be,：・∪,,
0x007E131D,3,8142814481be,。．∪,,
0x007E132D,3,8146814581be,：・∪,,
0x007E133D,3,8140814181be,　、∪,,
0x007E1354,3,8147814581be,；・∪,,
0x007E1364,3,8140814181be,　、∪,,
0x007E137B,3,8147814581be,；・∪,,
0x007E1392,3,8142814481be,。．∪,,
0x007E13A2,3,8147814681be,；：∪,,
0x007E13B9,3,8142814481be,。．∪,,
0x007E13C9,3,8147814681be,；：∪,,
0x007E13D9,3,8140814181be,　、∪,,
0x007E13F0,3,8147814681be,；：∪,,
0x007E1400,3,8140814181be,　、∪,,
0x007E1417,3,8148814681be,？：∪,,
0x007E1427,3,8140814181be,　、∪,,
0x007E1437,3,8148814981be,？！∪,,
0x007E144E,3,8140814181be,　、∪,,
0x007E145E,3,8148814981be,？！∪,,
0x007E1482,3,8148814681be,？：∪,,
0x007E14C2,3,8141814281be,、。∪,,
0x007E14D9,3,8141814081be,、　∪,,
0x007E14E9,3,8142814281be,。。∪,,
0x007E14F9,3,8142814281be,。。∪,,
0x007E1510,3,8142814381be,。，∪,,
0x007E15A3,3,8143814281be,，。∪,,
0x007E15AC,3,8140814181be,　、∪,,
0x007E1957,3,8c5198db98cf,群俚佰,,
0x007E1D6A,3,8c4c8c518c49,鍬群栗,,
0x007E2CCD,3,814481428140,．。　,,
0x007E2CDB,3,8140814282be,　。だ,,
0x007E2D65,3,814081418142,　、。,,
0x007E30DF,3,8cdb8cdb8c53,鼓鼓郡,,
0x007E322E,3,98e798db8cb4,倡俚原,,
0x007E33DD,3,81408ce19adb,　吾壙,,
0x007E34B3,3,92e192db8cb4,低紬原,,
0x007E3617,3,8cdb8ce798db,鼓檎俚,,
0x007E3621,3,8ce798db8cd5,檎俚虎,,
0x007E3636,3,8cdb8cdb8cdb,鼓鼓鼓,,
0x007E363E,3,8ce798db8cd5,檎俚虎,,
0x007E3646,3,8cd598d59ce7,虎俔懃,,
0x007E3657,3,8cdb8ce798b4,鼓檎亢,,
0x007E366A,3,8ce798db8cb4,檎俚原,,
0x007E369D,3,8cdb8ce798b4,鼓檎亢,,
0x007E36B3,3,8ce798db8cb3,檎俚元,,
0x007E36D2,3,8ce798db8bc0,檎俚饗,,
0x007E3707,3,8cdb8c408cb4,鼓掘原,,
0x007E3725,3,814089d58cc0,　苛限,,
0x007E3732,3,814089d58cd5,　苛虎,,
0x007E3DC7,3,92e192db98db,低紬俚,,
0x007E3DFA,3,92e192db98db,低紬俚,,
0x007E3EA7,3,83d283d283d2,υυυ,,
0x007E4629,3,81408140e981,　　驕,,
0x007E50B4,3,844081408140,А　　,,
0x007E50F1,3,8c4097408140,掘諭　,,
0x007E50FD,3,8140814083d5,　　ψ,,
0x007E5133,3,8140814083d5,　　ψ,,
0x007E5169,3,8140814083d5,　　ψ,,
0x007E5250,3,844081408140,А　　,,
0x007E538D,3,8140814083d5,　　ψ,,
0x007E57E0,3,8ce7984098db,檎蓮俚,,
0x007E5801,3,8c438cdb8cb4,靴鼓原,,
0x007E580A,3,98d58ce198db,俔吾俚,,
0x007E5A44,3,8ce7984398b4,檎呂亢,,
0x007E5C59,3,81409c83e743,　怎蹐,,
0x007E5CA8,3,814082988140,　ｘ　,,
0x007E5D0A,3,844081408140,А　　,,
0x007E5DAE,3,844081408140,А　　,,
0x007E64E2,3,92e192db8cbd,低紬舷,,
0x007E6C2B,3,9ce99ae192db,憺壯紬,,
0x007E6C3B,3,8c428c438ce7,沓靴檎,,
0x007E845F,3,8cdb8cdb8ac0,鼓鼓澗,,
0x007E852A,3,8cdb8cdb8ac0,鼓鼓澗,,
0x007E8559,3,814089b39184,　乙槍,,
0x007E873D,3,8cdb8cdb8cd5,鼓鼓虎,,
0x007E8768,3,8cdb8cdb8cd5,鼓鼓虎,,
0x007E8775,3,8cdb8cdb8cd5,鼓鼓虎,,
0x007E87A0,3,8cdb8c488cd5,鼓粂虎,,
0x007E87B9,3,8cdb8c4a8cd5,鼓繰虎,,
0x007E87EF,3,9cdb9cb498db,憬惷俚,,
0x007E90A9,3,8166e74081be,’蹇∪,,
0x007E9130,3,8166e74081be,’蹇∪,,
0x007E923E,3,8166e74081be,’蹇∪,,
0x007E92C7,3,8166e74081be,’蹇∪,,
0x007E93D8,3,8166e74081be,’蹇∪,,
0x007E97AB,3,8166e74081be,’蹇∪,,
0x007E9B1D,3,8166e74581be,’蹙∪,,
0x007E9CF4,3,8166e74081be,’蹇∪,,
0x007E9D7B,3,8166e74081be,’蹇∪,,
0x007E9E02,3,8166e74081be,’蹇∪,,
0x007E9F22,3,8166e74081be,’蹇∪,,
0x007EA03A,3,8166e74081be,’蹇∪,,
0x007EA0C3,3,8166e74081be,’蹇∪,,
0x007EA14A,3,8166e74081be,’蹇∪,,
0x007EA1D1,3,8166e74081be,’蹇∪,,
0x007EA51B,3,8166e74081be,’蹇∪,,
0x007EA5A2,3,8166e74081be,’蹇∪,,
0x007EA629,3,8166e74081be,’蹇∪,,
0x007EAB62,3,8166e74081be,’蹇∪,,
0x007EABE9,3,8166e74081be,’蹇∪,,
0x007EAC70,3,8166e74081be,’蹇∪,,
0x007EB30D,3,90df90df8fc0,節節沼,,
0x007EB517,3,e740984197c0,蹇連梁,,
0x007EB835,3,e798e798e798,逖逖逖,,
0x007EB86A,3,98e798e798bd,倡倡仗,,
0x007EB89B,3,e798e798e798,逖逖逖,,
0x007EB8B9,3,e798e798e798,逖逖逖,,
0x007EC07F,3,e798e798e795,逖逖逡,,
0x007EC0B5,3,98e798e79583,倡倡父,,
0x007EC0C6,3,98e798e79583,倡倡父,,
0x007EC0E9,3,e798e798e795,逖逖逡,,
0x007EC108,3,e798e798e795,逖逖逡,,
0x007ED1C9,3,8c4b8c4d8ce7,桑勲檎,,
0x007ED238,3,8c4b8c4d8ce7,桑勲檎,,
0x007ED247,3,8c4b8c4f8ceb,桑薫誤,,
0x007ED28B,3,8ce7984698db,檎炉俚,,
0x007ED2AC,3,814088e798ed,　育倆,,
0x007ED7F3,3,8cdb8cdb8cb4,鼓鼓原,,
0x007EDA00,3,814081db88c0,　⊥安,,
0x007EDACF,3,814081db88c0,　⊥安,,
0x007EEE1D,3,9849984a8c8c,露労血,,
0x007EEEA3,3,9849984a8c8c,露労血,,
0x007EEF96,3,9849984a8c8c,露労血,,
0x007EF00A,3,9849984a8c8c,露労血,,
0x007EF2B9,3,8cd98cd98cb4,雇雇原,,
0x007EF876,3,98e698da8cea,俶俑語,,
0x007EF88D,3,98e698da8cea,俶俑語,,
0x007F02E7,3,e64198b4e641,襤亢襤,,
0x007F078F,3,98e698e698b4,俶俶亢,,
0x007F0CCA,3,8cb498d598bd,原俔仗,,
0x007F0E81,3,8cd48c4498da,菰轡俑,,
0x007F0EB7,3,8cda98da98da,顧俑俑,,
0x007F0ECE,3,8cda8cda8cb4,顧顧原,,
0x007F0EE1,3,8cda98da98da,顧俑俑,,
0x007F0EF8,3,8cda8cda8cb4,顧顧原,,
0x007F1816,3,98e698ea98da,俶俾俑,,
0x007F1910,3,8446844d84be,ЁМ╂,,
0x007F195E,3,8cd48cda8cd9,菰顧雇,,
0x007F19E7,3,8ce698e092d4,梧倨綴,,
0x007F1E55,3,8cda8cda8cd4,顧顧菰,,
0x007F1E69,3,8cda8cda8cd4,顧顧菰,,
0x007F1E7F,3,8cda8cda8cd4,顧顧菰,,
0x007F1EAE,3,8cda8cda8cd4,顧顧菰,,
0x007F20C6,3,8c438c468c43,靴熊靴,,
0x007F2108,3,8c458c438cf2,窪靴侯,,
0x007F2170,3,98d98ce598d9,俛悟俛,,
0x007F2195,3,98d98ce598d9,俛悟俛,,
0x007F22A5,3,8c408c438cfa,掘靴厚,,
0x007F2330,3,92da92da9ad3,嬬嬬壞,,
0x007F23DD,3,8cda8cda98cf,顧顧佰,,
0x007F242F,3,8cda8cda98cf,顧顧佰,,
0x007F26AD,3,8cd48cd48cda,菰菰顧,,
0x007F2929,3,8cd48cd48cda,菰菰顧,,
0x007F2D27,3,836083508340,チケァ,,
0x007F2F72,3,834783d18353,エτゴ,,
0x007F2F82,3,834783d18353,エτゴ,,
0x007F2F92,3,834783d18353,エτゴ,,
0x007F2F9C,3,834783d1835f,エτダ,,
0x007F2FAC,3,834783d1835f,エτダ,,
0x007F2FBC,3,834783d1835f,エτダ,,
0x007F330D,3,8cda98b498d4,顧亢儘,,
0x007F3C68,3,834095af82ce,ァ扮ば,,
0x007F43FB,3,8cd98cd998e6,雇雇俶,,
0x007F5138,3,83d283d183d4,υτχ,,
0x007F5AB7,3,8cd98cd98cd3,雇雇胡,,
0x007F5FED,3,83d183d183d1,τττ,,
0x007F5FF8,3,834b8357834a,ガジカ,,
0x007F602B,3,83d1834083d1,τァτ,,
0x007F606A,3,83d1834083d1,τァτ,,
0x007F60A6,3,83d1834083d1,τァτ,,
0x007F60E5,3,83d1834083d1,τァτ,,
0x007F68A9,3,8cd98cd98cd3,雇雇胡,,
0x007F6D03,3,92da92da8cbd,嬬嬬舷,,
0x007F75C7,3,98da8cda9841,俑顧連,,
0x007F75E0,3,9cda98da9c8c,憇俑恁,,
0x007F7B9C,3,8cd98cd98cda,雇雇顧,,
0x007F7DAF,3,8cd88cd88cda,鈷鈷顧,,
0x007F883F,3,8cd48cd48cda,菰菰顧,,
0x007F89E4,3,92da92da9244,嬬嬬奪,,
0x007F92DE,3,8c438c448cda,靴轡顧,,
0x007F92F0,3,8c438c488cb4,靴粂原,,
0x007F9335,3,8c438c448cb4,靴轡原,,
0x007F9362,3,8c4b8c438c41,桑靴窟,,
0x007F939F,3,8c4b8c438c41,桑靴窟,,
0x007F966D,3,88d688d688d6,椅椅椅,,
0x007F96CF,3,90d688b39d96,蹟圧摶,,
0x007F9E25,3,844d84468440,МЁА,,
0x007FA054,3,9044904588e6,織職域,,
0x007FA2A8,3,8cda8cea9cd4,顧語慟,,
0x007FA388,3,e640984398f6,襦呂偬,,
0x007FA462,3,8c508cea9cd4,訓語慟,,
0x007FAF16,3,8445844f845a,ЕОЩ,,
0x007FB06D,3,9049904a904c,蝕辱伸,,
0x007FB810,3,8c438c408ce0,靴掘呉,,
0x007FD5EE,3,9cda8cda8cea,憇顧語,,
0x007FD603,3,9cda8cda8cb4,憇顧原,,
0x007FDF2E,3,8cd48cd492be,菰菰沈,,
0x007FDF78,3,82ce82b38bdd,ばさ襟,,
0x007FE073,3,8cda8cda8cb3,顧顧元,,
0x00800129,3,83d283d283d2,υυυ,,
0x00800175,3,83d283d283d2,υυυ,,
0x008001C6,3,83d283d283d2,υυυ,,
0x008001FA,3,83d283d283d2,υυυ,,
0x0080022F,3,83d283d283d2,υυυ,,
0x00800280,3,83d283d283d2,υυυ,,
0x00800B78,3,92e092ea9cf2,亭底懿,,
0x00800C7A,3,835483699b81,サナ宦,,
0x00805B58,3,838d815b8368,ロード,,
0x008419B1,3,934494499444,泥祢妊,,
0x00842764,3,8a41ea458e4e,晦鵙晒,,
0x00842E4C,3,88aa89889a9a,穐沿囹,,
0x00842FB7,3,89a98a8989a8,黄渇鴎,,
0x00843FCB,3,88bc8a9898ac,鮎釜豫,,
0x00844887,3,8a869a9a8976,恰囹益,,
0x00846808,3,9dd889cb8c9b,旙架憲,,
0x00846833,3,8bb48bb8ea88,橋矯鼈,,
0x00846DEC,3,969999579943,侭儻僂,,
0x00846E72,3,975597999379,誘吏土,,
0x0084AF0B,3,9c9999c99999,恙卷劔,,
0x0084BB54,3,8a41ea458e4e,晦鵙晒,,
0x0084E0EC,3,9b9b9b99999b,屁尸剱,,
0x0084EB18,3,99aa89889689,飭沿哩,,
0x00850540,3,9aad9ee99796,坏樣蘭,,
0x008506F3,3,8a58e4e68a58,街蓙街,,
0x00850A4C,3,8a559aaa8a55,涯坎涯,,
0x008535D1,3,9285995f9e51,着兩朮,,
0x00853F3E,3,94bb969c9669,判万吠,,
0x0085409E,3,9bd8946d99d8,巉芭叮,,
0x008540D2,3,88b898dd8bbc,虻俤蕎,,
0x0085415D,3,89b988c99b98,音伊尨,,
0x00854165,3,9bbb96cb9999,崕麺劔,,
0x008541B2,3,9ccb8b889dc6,慷笈敞,,
0x008542EE,3,898d8bdb8bcd,燕菌僅,,
0x0085470E,3,96d4979d96c6,網理免,,
0x00855E26,3,964e9356964e,鋒天鋒,,
0x00856FD4,3,9758978996a9,郵莱湊,,
0x00857147,3,8aba88aa8a54,桓穐概,,
0x008576D4,3,96878aa88bb8,枚勘矯,,
0x00858CA8,3,9c9d88c99c66,悃伊彷,,
0x00859C9F,3,8cb88abb89ba,減棺下,,
0x0085A2CF,3,947889658999,肺影甥,,
0x0085A5A0,3,9c8a95789789,怺富莱,,
0x0085A60F,3,9b58959a8999,婢伏甥,,
0x0085A948,3,895599db9d97,蔚叺摎,,
0x0085BD88,3,999989779988,劔駅刪,,
0x0085BDC2,3,959997999598,蕗吏葺,,
0x0085CD27,3,8b778aa78aaa,仇刊巻,,
0x0085DFB2,3,9dee9d7b8eee,晟掉腫,,
0x0085ED80,3,9eb797bb9eb9,楾僚椹,,
0x0085FEF4,3,9edd9ad99b65,槹壑嫺,,
0x008613D6,3,95b99b7895b9,併孰併,,
0x00862275,3,9eaa99cc99ca,棯厠厂,,
0x00862707,3,8a8a8dd89c68,滑菜徂,,
0x008627F9,3,9d9d9ddc9d9a,撈杲撓,,
0x00862C61,3,8c8597f49e87,桁裂梏,,
0x00862E6C,3,9788ea898e99,来皷児,,
0x00862E89,3,976997cd975d,擁力余,,
0x00862F66,3,9dc99dc98a55,數數涯,,
0x00863342,3,8a74e99c9a96,閣髴囑,,
0x00863353,3,8c648acc9d67,慧肝挌,,
0x008637B8,3,998d9a858a9d,剄嚆茅,,
0x00864C3D,3,9c7999979b76,忱剽孥,,
0x00865366,3,84aa8aa88a6b,━勘殻,,
0x00868414,3,9799898898a9,吏沿乘,,
0x008684B2,3,9a8988a89c90,嚔葵恊,,
0x00869763,3,998a89aa9997,刳岡剽,,
0x00869AED,3,89998a879787,甥括裸,,
0x0086BCE1,3,e45999779997,膾冽剽,,
0x0086C268,3,897897998976,悦吏益,,
0x0086CFB9,3,e39799799759,纓凉雄,,
0x0086D110,3,95bc975995bd,幣雄平,,
0x008781AD,3,9bf091d88de7,幤滞咲,,
0x0087C98E,3,8977985797d4,駅聾琳,,
0x0087D7C0,3,8977985797d4,駅聾琳,,
0x0087E0B3,3,837784448370,ヘДパ,,
0x0087FB48,3,83708fa48350,パ商ケ,,
0x008808B6,3,837483408f72,ファ俊,,
0x00898230,3,834481458155,ゥ・ゞ,,
0x00898314,3,817781dd8177,『∂『,,
0x00898757,3,817781dd8177,『∂『,,
0x00899509,3,817781dd8177,『∂『,,
0x008997F8,3,817781dd8177,『∂『,,
0x00899900,3,817781dd8177,『∂『,,
0x00899BE7,3,817781dd8177,『∂『,,
0x0089A6D7,3,8177818881aa,『∴↑,,
0x0089AB53,3,88f88aa088f8,引刈引,,
0x0089AD8F,3,816681548155,’ゝゞ,,
0x0089B153,3,8377818881aa,ヘ∴↑,,
0x0089B5E1,3,939988f89399,等引等,,
0x0089BA04,3,844481548255,Дゝ６,,
0x0089BB19,3,8955818881aa,蔚∴↑,,
0x0089C5BB,3,8177818881aa,『∴↑,,
0x0089EB2D,3,845581449955,Ф．儷,,
0x0089FA80,3,814489558166,．蔚’,,
0x008A4016,3,9a9999999999,囮劔劔,,
0x008A4737,3,999a9999997a,劒劔凛,,
0x008A4A2D,3,9a999a999999,囮囮劔,,
0x008A5D32,3,9a999a999999,囮囮劔,,
0x008A7AE2,3,9a9999999999,囮劔劔,,
0x008A8213,3,999a9999997a,劒劔凛,,
0x008AA4AD,3,828882778288,ｈＸｈ,,
0x008ABDE5,3,838883778388,ヨヘヨ,,
0x008AC91C,3,99a98a789999,勦岳劔,,
0x008ACD23,3,848883888458,цヨЧ,,
0x008ACEA6,3,999999bb9a99,劔匳囮,,
0x008AD6B9,3,828882778288,ｈＸｈ,,
0x008AE1F0,3,99a98a789999,勦岳劔,,
0x008AE778,3,999999bb9999,劔匳劔,,
0x008B0B4D,3,e3ab8ac397f3,罩甘烈,,
0x008B2C48,3,9a9a99fa99aa,囹哄飭,,
0x008B2CE6,3,9a9990a59999,囮是劔,,
0x008B3056,3,895581778155,蔚『ゞ,,
0x008B3628,3,8b7781878188,仇∞∴,,
0x008B3677,3,8178818881aa,』∴↑,,
0x008B3BCD,3,9a8888a89999,嚠葵劔,,
0x008B3D7C,3,8a9899a38a99,釜劵鎌,,
0x008B4799,3,956681768177,蒜」『,,
0x008B4A7C,3,998798659966,刧脇冉,,
0x008B4F5D,3,8a99899799af,鎌於勹,,
0x008B4FAC,3,9a7797999a80,嗹吏噫,,
0x008B4FF8,3,9a999a999968,囮囮冑,,
0x008B5002,3,999989f69999,劔怪劔,,
0x008B529E,3,9f5581448166,欟．’,,
0x008B5858,3,815581569566,ゞ〃蒜,,
0x008B5880,3,8178818881aa,』∴↑,,
0x008B5C61,3,898888a89480,沿葵楳,,
0x008B5D1A,3,9188819981aa,争☆↑,,
0x008B5D22,3,8d88819981aa,壕☆↑,,
0x008B5D2A,3,8d88819981aa,壕☆↑,,
0x008B5F2B,3,9a9999a49999,囮勁劔,,
0x008B5F4A,3,898499af9948,延勹僣,,
0x008B5F75,3,9a429a99994f,咤囮儖,,
0x008B6351,3,895581778155,蔚『ゞ,,
0x008B664A,3,814391448155,，船ゞ,,
0x008B66B3,3,99999aa996a9,劔圸湊,,
0x008B670D,3,894481548955,吋ゝ蔚,,
0x008B6759,3,9a6697969976,喃蘭况,,
0x008B69F9,3,9a9999439a99,囮僂囮,,
0x008B6AE6,3,9a998a989aa9,囮釜圸,,
0x008B6DC9,3,8988819981aa,沿☆↑,,
0x008B6DEE,3,99999a849981,劔噪凵,,
0x008E2EA4,3,e3f4837483c4,胖フζ,,
0x008E2EF9,3,e3f483748344,胖フゥ,,
0x008E6996,3,e3f4837483ad,胖フΟ,,
0x008E7682,3,e3f4837483ad,胖フΟ,,
0x008ED5C8,3,99a98a789999,勦岳劔,,
0x008EE38B,3,999999bb9999,劔匳劔,,
0x008EF272,3,9a9999999999,囮劔劔,,
0x008F0269,3,8f4496999944,愁侭僖,,
0x00908CC3,3,8f9f995f9f83,勝兩气,,
0x0090AA35,3,974799479444,宥僭妊,,
0x0090CD9C,3,9f5992b9e483,欹鳥艫,,
0x0090CE51,3,979991649694,吏租又,,
0x0090CE5B,3,949491449474,粕船杯,,
0x0090DC43,3,9bf09bf09bfa,幤幤廈,,
0x00912300,3,e0b484468a46,犇Ё皆,,
0x0091240C,3,e0b48bb09946,犇恐僥,,
0x009173CB,3,816081a081e0,〜□≒,,
0x00924F5B,3,e0c99b80e09a,猖它燠,,
0x00924F79,3,e08ee0ae9bb0,燻牋峅,,
0x00924FF2,3,894692469b46,宇巽妲,,
0x009254AC,3,894692469b46,宇巽妲,,
0x00925724,3,894692469b46,宇巽妲,,
0x009283B0,3,e8688142e7d8,鑄。釐,,
0x009292A0,3,8ae28fca8a43,岩礁海,,
0x009294D0,3,90f690858acd,潜水艦,,
0x009294D8,3,974191979144,輸送船,,
0x009294E0,3,8cec89718acd,護衛艦,,
0x00929508,3,8d558c828b40,攻撃機,,
0x00929510,3,949a8c828b40,爆撃機,,
0x00929518,3,90ed93ac8b40,戦闘機,,
0x00929544,3,97f18ed49643,列車砲,,
0x00929558,3,8ea991969643,自走砲,,
0x00929560,3,95e28b8b8ed4,補給車,,
0x00929574,3,974191978ed4,輸送車,,
0x0092957C,3,92e38e408ed4,偵察車,,
0x00929584,3,8c7990ed8ed4,軽戦車,,
0x0092958C,3,928690ed8ed4,中戦車,,
0x00929594,3,8f6490ed8ed4,重戦車,,
0x00929E1E,3,919999999999,鎗劔劔,,
0x0092D435,3,9496996199f1,薄兮呶,,
0x0092F5C2,3,9ff988f89fb0,漱引涓,,
0x009322B6,3,e9e5e3e5e9ed,鱧肄鳫,,
