address,hex_bytes,text,length,char_count,context,notes
0x001B02C4,e4e5e8e7e6e5e3e1,蒟韈趺聶,8,4,,
0x001B0ECC,e5d4e3ebe6f7,袂肭踟,6,3,,
0x001B12BD,e9e1e2dfe4d2,鱆籬萪,6,3,,
0x001B16D4,e4dee8e3e5ee,葯鞳褓,6,3,,
0x001B1894,e6e5e9eae8e0e3e2,趺鳰鞨聹,8,4,,
0x001B19F0,e9e5e9e2e9ebe9efe6f1,鱧鰾鴉鴆踈,10,5,,
0x001B1A83,e5e8e1e9e6e4,裴硅趾,6,3,,
0x001B1B2A,e9e6e4dee0ef,鱶葯瑜,6,3,,
0x001B1C6A,e1e4e7e2e8e8,砌鈔韋,6,3,,
0x001B1D4D,e5f0e8e6e7f0,褞韆銜,6,3,,
0x001B1DBA,e2e6e7ebe9f7,粫鉈鴒,6,3,,
0x001B1E4B,e3e5e7ede6ed,肄鈿跫,6,3,,
0x001B1FBE,e5e2e2eae6ec,裘粲跪,6,3,,
0x001B203A,e2e0e0dee4e8e8f4,籵玻蒻頡,8,4,,
0x001B21AB,e1e5e2e6e6e9,砒粫跌,6,3,,
0x001B22E0,e0dfe3e4e0e3e2df,珀聿璢籬,8,4,,
0x001B2551,e8e7e0e4e8eb,韈琅齏,6,3,,
0x001B3A20,8c8d8c8d8c8d8c8d8c8d8d8c8e908aaa,訣訣訣訣訣轟諮巻,16,8,,
0x001B3A81,9a95918a8e8b8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8b8e919a9a,囎相視轟轟轟轟轟轟轟轟轟轟轟轟轟轟豪資囹,40,20,,
0x001B3AF2,97938a8f8b8e8b8e8c8d8c8d8c8e8b9f,欄鰹去去訣訣月供,16,8,,
0x001B3BB7,91ac9a8e928c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8d8d8d8d8d8c8d8c8d8c8d8c8d8c8f9598,速嚴柱轟轟轟轟轟轟轟轟麹麹麹訣訣訣訣件葺,40,20,,
0x001B3C54,9ba0958b8d8c8d8c8d8c8d8d8d8d8c8d8c8d8c8d8c8d8c8c90a2,屏赴轟轟轟麹麹訣訣訣訣血世,26,13,,
0x001B3D84,e5e5e2e3e1df,裹粤矚,6,3,,
0x001B4735,e9eee9fae0f6e1ed,鴃鴾璋硼,8,4,,
0x001B4865,e3e9e8f1e1dd,肓頌矍,6,3,,
0x001B4D30,e9d8e6ece7dc,鰄跪釛,6,3,,
0x001B4D66,918d8c8e8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8e93989f,総月訣訣訣訣訣訣訣訣訣訣訣訣訣訣訣訣訣雌弌,42,21,,
0x001B4DF2,9c8b929b91979b999398999c979193959a959590909499a2,恚兆送尸祷劈卵燈囎武数劼,24,12,,
0x001B4E5F,9a938c8d8c8d8d8c8e99,囀訣訣轟児,10,5,,
0x001B4EA4,9a8e8d8c8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8c8d8c8d8c8d8c8d8d948d919b,嚴轟麹麹麹麹麹麹麹麹麹轟轟轟轟麹剥騒,36,18,,
0x001B4F2C,9c9f9e9b9da9,悄椦擠,6,3,,
0x001B4F33,9191918f928c8d8d8d919690919392999a989fa6,荘聡柱麹国鱒蒼貯囗洶,20,10,,
0x001B4FB6,e6e3e3e6e4d9,跂肆葮,6,3,,
0x001B4FC4,9c97959497929294938f8e9497a2,恬部嵐樗棟飼里,14,7,,
0x001B5442,e7a6958a8e8e8e8e8c948d8d94a0,遖賦試試券麹箱,14,7,,
0x001B5477,e5b28a8f8a8f8a8f8991899e,蟯鰹鰹鰹苑応,12,6,,
0x001B5AC3,9d8a8e8b8e8c8e8b97a1,搖視詞視裡,10,5,,
0x001B5D5A,e9e3e6ebe4e9,鱚跋蓚,6,3,,
0x001B5D6F,e1dde1dee6f7,矍矗踟,6,3,,
0x001B5DBC,e9e2e3ece8e1,鰾冐鞦,6,3,,
0x001B6286,e5dae0e2e1e2e6e6,袍珞矮跏,8,4,,
0x001B6323,e7e8e9e5e3e4e3e3e7e3e7e2e6f2,鉅鱧聿聽鈬鈔踉,14,7,,
0x001B6960,e1dfe3e6e7e4e4ebe6eb,矚肆鈕蓁跋,10,5,,
0x001B6A16,e9e7e9f6e2de,鱸鴕籥,6,3,,
0x001B6B0E,e7fce9cde3e7e4d5,錮鯱肅蒄,8,4,,
0x001B6E1A,8f8c8d8c8d8c8d8d8d8d8c8d8c8f968c8c9d908b918c8e8f89a49e88,曙轟轟麹麹訣件膜拳遂糟誌王梭,28,14,,
0x001B6E98,99969e84978b8f9c909394889c8c949193a489a8998a978f98a296b6,剿桷雷除嵩蝿恁泊豆鴎刳酪个霧,28,14,,
0x001B6F04,90a1909c8d8c9b9289908aa996ca,寸頗轟將艶勧面,14,7,,
0x001B6F4B,97988a8f8b8e8b8e8b8d8c8d8c8d8c8d8c8d8c8d8c8c91908e908a978d918f8c9d928bb49ba9,利鰹去去牛訣訣訣訣訣血草諮蒲国曙搨橋岔,38,19,,
0x001B6FD1,9591919f8b8d98a189979f8b8e8c,舞臓牛丕於沂詞,14,7,,
0x001B706B,968e94a3968996a19d88,鮪肇哩味揶,10,5,,
0x001B74CB,898e8c8d8c8d8c8d8c8c95c4,猿訣訣訣血米,12,6,,
0x001B74F1,928c8d8c8d8c8d8c8d8e9097,柱轟轟轟克雛,12,6,,
0x001B7537,9c949092979b9fa9,恃崇李洸,8,4,,
0x001B77E4,e3e2e7eee9e3e9f2,聹鉋鱚鶯,8,4,,
0x001B7AFE,959d929d9e89908a8e8d918b8e8b8e8b8e8c8e8c8d8c8e8b8e8c8e8b8f8c8f8c948995a49f96,幅喋梔衰詩窓視視詞詞轟視詞視曙曙秤弗泱,38,19,,
0x001B7BB4,e8e4e6f1e0df,鞴踈珀,6,3,,
0x001B7D5E,e8dfe5ede3dfe2dd,鞜褊聲籖,8,4,,
0x001B819B,9b918c8d8c8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8c8d8c8d8c8d8c8d8c97,尅訣訣麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹訣訣訣訣圏,58,29,,
0x001B8228,8f918d8d8c8d8c8d8c8d8c8d8c8d8c8d8d8d8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c918c979b9fab,書麹訣訣訣訣訣訣麹轟轟轟轟轟轟轟轟轟糟李洵,42,21,,
0x001B8299,928d8c8d8d8c8d8c8d8c8d8c8d8c8d99,注訣轟轟轟轟轟甑,16,8,,
0x001B82DF,9f8d8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8b94a3,沚轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟豪肇,42,21,,
0x001B8360,968e8d8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8d8c8d8c8d8e8c8d8c8d8d8d8d9c,鮪麹訣訣訣訣訣訣訣訣訣轟轟克訣訣麹骨,36,18,,
0x001B83FB,8d99928b8d8c8d8c8d8c8d8c8d8d8d8d8c8d8c8d8c8d8c8d8fa499a0,甑昼轟轟轟轟麹麹訣訣訣訣商劬,28,14,,
0x001B850C,e6e7e5e4e4e0e8e3,跚裝萵鞳,8,4,,
0x001B882A,8b8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8c91e2,牛訣訣訣訣訣訣訣血鯛,20,10,,
0x001B8853,8a8e8c8d8c8d8c8d8c8d8c8c8d8d9b9c,且訣訣訣訣血麹屆,16,8,,
0x001B8887,e9a2898e8b8d8c8d8c8c93a6,鬚猿牛訣血逃,12,6,,
0x001B88B9,9a88908a8e8b8d8c8d8d8b91,嚠衰視轟麹拒,12,6,,
0x001B88F2,978a8e8b8e8b8f8a919b8f899ab7,頼視視所騒初垤,14,7,,
0x001B8E66,9d948d8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8c8d8c8d8c8d8c8d8c8d8f979d,摧麹訣訣訣訣訣訣訣麹麹麹麹麹麹麹麹麹麹轟轟轟轟轟刻理,52,26,,
0x001B9B7B,9a94948c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8d96a0,囈伯轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟麹蔓,54,27,,
0x001B9C73,998f8c8d8c8d8c8d8c8d8c8d8c8d8c91,剌訣訣訣訣訣訣倦,16,8,,
0x001B9CBA,948c8d8c8d8d8d8d8c8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8c8d8c8d8c93a6,伯轟麹麹訣麹麹麹麹麹麹麹麹麹麹麹麹轟轟轟逃,42,21,,
0x001B9D3A,958b8e8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8d8d8d8d8d8d8d8d8d8d8d8d8d8c8d8f969fa5,赴詞轟轟轟轟轟轟轟轟麹麹麹麹麹麹麹訣叙衍,40,20,,
0x001B9DD5,9ea3978b8d8c8d8c8d8c8d8c8d8c8d8d8d8d8c8d8c8d8c8c90a3,椒雷轟轟轟轟轟麹麹訣訣血瀬,26,13,,
0x001B9FAC,e1e3e6e3e3e3,矼跂聽,6,3,,
0x001B9FB3,e0e1e1dfe0e0,珮矚珥,6,3,,
0x001BA061,e0e0e0e1e3e3e6e7e7ec,珥珮聽跚銕,10,5,,
0x001BA2C6,8b8d8c8d8c8d8c8d8c8d8c8d8c93,牛訣訣訣訣訣兼,14,7,,
0x001BA2FB,918d8c8e8c8d8c8d8c8e9dac,総月訣訣月擣,12,6,,
0x001BA919,898e8c8d8d8d8d8d8d8d8c8d8c8d8c8d8c8d,猿訣麹麹麹訣訣訣訣,18,9,,
0x001BA942,8b8e8c8d8c8d8c8d8c8d8c8d8c92,去訣訣訣訣訣健,14,7,,
0x001BA976,ea9f8b8d8c8d8c8d8c8d8c9a,堯牛訣訣訣建,12,6,,
0x001BA9A9,939394978f919ca0,涛迫書悛,8,4,,
0x001BAF84,978b8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8d8c909f,雷轟轟轟轟轟轟轟轟轟轟轟麹麹麹麹麹麹麹麹麹麹訣訣訣訣訣訣訣轟澄,62,31,,
0x001BB00F,9a8d8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c95a3,嚶轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟淵,46,23,,
0x001BB082,8d8e8b8e8c8d8c8d8c8d8c8d8c8d8c8d8ea6,克去訣訣訣訣訣訣示,18,9,,
0x001BB0C9,908c8d8d8c8d8c8d8c8d8c8d8c8d8d8d8d8d8d8d8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8b95bb,酔麹訣訣訣訣訣麹麹麹轟轟轟轟轟轟轟轟轟轟豪塀,44,22,,
0x001BB147,8991928c8d8c8d8d8d8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8e8a9a,苑柱轟麹麹訣訣訣訣訣訣訣訣訣訣訣訣訣訣訣訣月噛,46,23,,
0x001BB1E4,918d908c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8c8d8d8d8d8c8d8c8e998f8c8d8c908e8c939f91ac,総酔轟轟轟轟轟轟轟轟麹麹訣月剌訣倹詞董速,40,20,,
0x001BB258,948b8e8c8d8c8e8b949a94989ea2,萩詞轟視爆曝椶,14,7,,
0x001BB2A4,e2d7e1eae9f6,籏碎鴕,6,3,,
0x001BB60A,e7e5e6dde6d4,鈑赧贇,6,3,,
0x001BB74E,e3e0e8d8e8d6,聰靼靹,6,3,,
0x001BB76A,e1dce7e6e1eee9f5,矇鉞碚鵄,8,4,,
0x001BB81B,e5d4e3e8e3d5,袂肛耻,6,3,,
0x001BB8C2,e1e1e9e6e7f3,矣鱶銛,6,3,,
0x001BBA9A,e1ebe7e6e6ed,硴鉞跫,6,3,,
0x001BBC8C,e7809586928890898f8a8f8a8f8b8e8b8e8a8f8a,轢膚宙翠所所暑視至所,20,10,,
0x001BBCB6,938d8c8d8c8d8c8d8c8d8c8d8c8d8c939dc2,桃訣訣訣訣訣訣兼敖,18,9,,
0x001BBCEC,8b8f8b8e8b8e8b8e8b919faf,居去去去拒浣,12,6,,
0x001BBD1E,898f8b8d8c8d8d8c918a99c1,縁牛訣轟相卉,12,6,,
0x001BBD57,8e918c8f8f9a89a2,資件恕欧,8,4,,
0x001BBF89,e9ede1f5e7f8,鳫磆鋩,6,3,,
0x001BC2FF,8a90898f8a8f8a958b8f958c8d8c8d8c8d8d9c85,叶縁鰹兜居阜轟轟麹怛,20,10,,
0x001BC314,e38f8e948c8e8b8e8b8f8aa082b0,繽飼月去居刈げ,14,7,,
0x001BC38A,99a7998f8f8d8c8d8c8d8d8c8d8c8d8c8d8c8e8b8e8a8f889d968f9d949e99a5,勞剌渚訣訣轟轟轟轟視至処摶傷麦勍,32,16,,
0x001BC736,e7e5e2e1e3d5,鈑粃耻,6,3,,
0x001BCAC4,e7c4e6fbe2d4e0d7,酘踴籌獸,8,4,,
0x001BE0B9,e4d9e3e3e8f7,葮聽顆,6,3,,
0x001BE399,e0e3e3e5e6fa,璢肄踰,6,3,,
0x001C0065,e1d0e2f3e0f4,瞎糒瑶,6,3,,
0x001C10AE,e4dde5e7e0e8,萬裼琲,6,3,,
0x001C19E7,908281808180,垂÷÷,6,3,,
0x001C1A93,e8ede9e8e3eb,竟鳧肭,6,3,,
0x001C2615,e5dbe3f4e8de,袤胖鞐,6,3,,
0x001C2906,e8ebe7e9e5e3,齏鉉裙,6,3,,
0x001C2ABD,8180818082848287,÷÷ｄｇ,8,4,,
0x001C2B29,95bf9cb295b0908a84848d82,柄愆焚衰т高,12,6,,
0x001C2B9B,9b898b828180818384809ea5,實汲÷＜о棗,12,6,,
0x001C2BF3,8384848183868482,ヤпユр,8,4,,
0x001C2C01,8184818f949f,＞￥函,6,3,,
0x001C2C53,e4e5e3dfe8dd,蒟聲鞏,6,3,,
0x001C2C8E,e0e5e4e0e0e7,瑯萵珸,6,3,,
0x001C3696,9d8d92868281,搓中ａ,6,3,,
0x001C3731,9d9d9c9f9ba9949f,撈悄岔函,8,4,,
0x001C3DB0,e9f5e7cfe7ed,鵄醯鈿,6,3,,
0x001C404F,e8dde2ebe3e6,鞏粱肆,6,3,,
0x001C45A9,e8ede2e3e8d0e6df,竟粤靤赱,8,4,,
0x001C4ADF,e3efe5e1e4e4,胥裔蒿,6,3,,
0x001C4B6E,e4e7e5e7e9f1,蓍裼鴦,6,3,,
0x001C4C07,e7e6e9eae4e7e9e6e8f2,鉞鳰蓍鱶頸,10,5,,
0x001C50FD,e9ece8f2e4e3,鴈頸蒹,6,3,,
0x001C5207,e5e1e4f0e6ca,裔蓿賁,6,3,,
0x001C52E3,e5e6e6eae2dc,褂跛籤,6,3,,
0x001C54A6,9b9697a19ac195ce,尠裡埣偏,8,4,,
0x001C558D,9d988a8a8380818081808e8482939ace,攪滑ム÷÷私ｓ墅,16,8,,
0x001C5667,818081808180838d93898c888b8e84888d9896a7,÷÷÷ロ悼決去ц腰密,20,10,,
0x001C56DD,e1dde0e0e1eee5e5e9e7,矍珥碚裹鱸,10,5,,
0x001C5706,83879390968e949998a1,ョ盗鮪漠丕,10,5,,
0x001C5772,e2e2e5eee7dd,粐褓釼,6,3,,
0x001C57F8,e6eae3e6e3d7e0e3,跛肆聆璢,8,4,,
0x001C6D25,848081808180818081808180818081808180818081808180,о÷÷÷÷÷÷÷÷÷÷÷,24,12,,
0x001C6E51,96a1948682848180,味陪ｄ÷,8,4,,
0x001C6E6B,8180898b8c969c96,÷焔喧恂,8,4,,
0x001C6F7B,e7e5e6cee2f3,鈑賽糒,6,3,,
0x001C71DE,e9f2e9eae9b7,鶯鳰鮃,6,3,,
0x001C72BF,9480999b9e8c90b8,楳剱梃精,8,4,,
0x001C7407,e3f2e6f0e1d9,胄跼瞼,6,3,,
0x001C7758,e7d9e6e1e3e2,釖趁聹,6,3,,
0x001C7CC7,e5e0e7f2e7ea,裄銓鉤,6,3,,
0x001C8126,e5efe6e0e9f4,襃赳鴟,6,3,,
0x001C8541,e3dfe3e3e2e6,聲聽粫,6,3,,
0x001C8900,e7ece3d6e1dc,銕聊矇,6,3,,
0x001C8907,e3e3e5e5e5e5e5e5e5e6e7e7e7e7e7e7e7e6e6e6e6e5e5e5e4e4e3e3e2e2e1e1e0df,聽裹裹裹褂鉗鉗鉗鉞跏趺裹蒿聽粐矣珀,34,17,,
0x001C8C06,e5e3e9f0e0e4e2d9e2e1,裙鴪琅籐粃,10,5,,
0x001C8D23,e1e0e0eae3e8,矜瑕肛,6,3,,
0x001C8E63,e5e0e9eae2e6e0dee5de,裄鳰粫玻袱,10,5,,
0x001CA565,e1e1e2eae9e4,矣粲鱠,6,3,,
0x001CC0CE,e0e1e6e5e8e9e7e4,珮趺韜鈕,8,4,,
0x001CC1C0,e2e2e4eae6ec,粐蓐跪,6,3,,
0x001CC1C7,e1e1e9d7e3e2,矣鰊聹,6,3,,
0x001CC4A3,e3f3e9ebe1e5,胚鴉砒,6,3,,
0x001CCACB,e9fce2f5e0b7,鵈糢犢,6,3,,
0x001CD532,e5e5e7d4e4e3,裹釀蒹,6,3,,
0x001CD551,e0d2e7e0e7e7,默鈞鉗,6,3,,
0x001CD6F4,e8f5e5d7e3d6e3eb,頷袮聊肭,8,4,,
0x001CD70C,e8dbe9d7e2dc,鞆鰊籤,6,3,,
0x001CD714,e0dee4efe7dbe6d4,玻蔡釡贇,8,4,,
0x001CD74C,e0e6e0efe3e2e2df,琥瑜聹籬,8,4,,
0x001CD958,e8e1e8dce5ebe4e8e7f1,鞦鞋褄蒻銖,10,5,,
0x001CE509,e6e6e9f2e8f9,跏鶯顋,6,3,,
0x001CE931,e8f7e3ebe8ede8f1,顆肭竟頌,8,4,,
0x001CEBD4,8183838193a79bae,＜メ透岼,8,4,,
0x001CECCA,818183838383848a909499a0,＝ャャш数劬,12,6,,
0x001CED74,9f9f9f9c9b96949494939093908f8d8c8f8f8d8f8f8f8f90939093939496999c9f9f,沺沮尠粕箔嵩随轟緒刻緒署盗涛薄劈沺,34,17,,
0x001D0E70,e2d1e5f7e9d8,簷褶鰄,6,3,,
0x001D11B2,e9eae9e3e4f3,鳰鱚蔘,6,3,,
0x001D1347,e9e9e3e8e9dc,鳬肛鰤,6,3,,
0x001D2230,9a81818181818181818181819494,噤＝＝＝＝＝粕,14,7,,
0x001D2336,e0dce6e0e0d8,玳赳獵,6,3,,
0x001D23D1,9e81818b8b92818181818181818181818c8781818c9a,栫°拠＝＝＝＝＝欠＝建,22,11,,
0x001D2E6A,e4e0e0e4e9e4,萵琅鱠,6,3,,
0x001D2F02,e0e0e4e6e0df,珥蓙珀,6,3,,
0x001D3BF5,817d817d944d,±±熱,6,3,,
0x001D3C5C,9f7d817d817d817a,毳±±】,8,4,,
0x001D3C66,e47381739449,舖《祢,6,3,,
0x001D42D5,e0e3e2e3e6df,璢粤赱,6,3,,
0x001D4358,e1e4e7e9e5e3e3e2,砌鉉裙聹,8,4,,
0x001D4720,e0e1e2e1e0df,珮粃珀,6,3,,
0x001D4731,e0e1e3e6e8ec,珮肆韲,6,3,,
0x001D5A84,e1e8e5e3e4e2,礪裙葢,6,3,,
0x001D5B0B,e0e4e5e3e6e5e0df,琅裙趺珀,8,4,,
0x001D5B6F,e3e5e5e3e1e0,肄裙矜,6,3,,
0x001D5C0A,e0e4e5e4e3e3e2dee1e2,琅裝聽籥矮,10,5,,
0x001D67B1,e0e1e1e1e2e2e1e1e1e1,珮矣粐矣矣,10,5,,
0x001DE998,e2e4e4e4e4e5e7e9,粭蒿蒟鉉,8,4,,
0x001DEC83,e1e2e4e6e9ec,矮蓙鴈,6,3,,
0x001DFACC,8180818081808480838e,÷÷÷оヮ,10,5,,
0x001E1BC9,e7fae9d9e8e5,鋺鰮韃,6,3,,
0x001E1CB3,e5f2e4f3e9eb,褪蔘鴉,6,3,,
0x001EA070,e1dbe4e6e3ee,瞻蓙胛,6,3,,
0x001EA0CE,e2e6e6e2e1e3e0e0e0dfe1dd,粫趙矼珥珀矍,12,6,,
0x001EB63D,97859a938da5,羅囀婚,6,3,,
0x001EC3A6,e3eae2e2e4df,肚粐葹,6,3,,
0x001EC3B1,e1e4e3e6e2e2e8e4e4e8e9e9e8eae7e8,砌肆粐鞴蒻鳬韭鉅,16,8,,
0x001EDD5B,97948b9d9dbd,濫享攷,6,3,,
0x001EDE78,90a99c8197949d9c8b9c,姓怐濫撩亨,10,5,,
0x001EDE84,8b8094a69c94,朽幡恃,6,3,,
0x001EE593,9c949d9c939481808b8b,恃撩灯÷給,10,5,,
0x001EE5A8,90938b979394999493909ca09ca2,嵩距灯剩盗悛悗,14,7,,
0x001EE800,e0e5e7e5e5eb,瑯鈑褄,6,3,,
0x001EE87A,9d9a9999999b9d9d9c9f,撓劔剱撈悄,10,5,,
0x001EE888,9f9a95969a979598,泅楓囓葺,8,4,,
0x001EE9D5,e0e4e4e3e5e7e7e5e3e1e1e0,琅蒹裼鈑聶矜,12,6,,
0x001EEAF9,e1e3e5e5e6e5e4e3e1e1,矼裹趺蒹矣,10,5,,
0x001EFBE2,9b9e95dde395,屓鋪纒,6,3,,
0x001F0A35,81808180818b9daf,÷÷°擶,8,4,,
0x001F0A72,81808180828d9ca9,÷÷ｍ惓,8,4,,
0x001F0AA5,998c83808180,剏ム÷,6,3,,
0x001F0B06,8180818081868f99,÷÷≧徐,8,4,,
0x001F0B67,8180848e97a0,÷ь裏,6,3,,
0x001F0C2B,968c83808180,膜ム÷,6,3,,
0x001F0C51,8180818081888f969ea6,÷÷∴叙棣,10,5,,
0x001F0CB6,9e968e86818081808180,椁紙÷÷÷,10,5,,
0x001F0CE6,818083898f959ca3,÷ラ助悒,8,4,,
0x001F0D8E,818082868a8f94989da1,÷ｆ鰹曝擅,10,5,,
0x001F0E56,818082868a8d91959a9e,÷ｆ轄装圉,10,5,,
0x001F0F2E,82858a8e92969a9f,ｅ且猪圈,8,4,,
0x001F0FD5,9f9b9793908d8a868481,泝欄錐恰п,10,5,,
0x001F1012,8286898c9093969a9da1,ｆ煙嵩繭擅,10,5,,
0x001F1EEE,8192918f9480,£聡楳,6,3,,
0x001F1F17,818489809be5,＞園帛,6,3,,
0x001F205A,e6ede5b3e8e2,跫蟲鞣,6,3,,
0x001F2B43,99949a999595979c,剩囮封梨,8,4,,
0x001F2B7C,918681808180,漕÷÷,6,3,,
0x001F2BA1,81808180828c98a3,÷÷ｌ丱,8,4,,
0x001F2C99,8180818081879099,÷÷∞杉,8,4,,
0x001F2E37,8180838a90969ca2,÷リ趨悗,8,4,,
0x001F3111,9e9d9b9a9997969594929291908f8e8e8d8d8c8d8c8b8c8b8c8c8c8d8d8e8f8f9091929394959798999b9d9e,椌尹剽抹白酎随試麹訣結結血訣克緒髄駐舶利剱撼,44,22,,
0x001F449B,e9eae2dae2ebe5dd,鳰籘粱袿,8,4,,
0x001F94A7,e5f6e5f9e9fa,褻襌鴾,6,3,,
0x001FA4A4,9c809dab9785,怙抬羅,6,3,,
0x001FA4DA,81808e8e979c,÷試梨,6,3,,
0x001FA674,97949d8a8bb2,濫搖挟,6,3,,
0x001FA699,939490978287,灯雛ｇ,6,3,,
0x001FAFD8,e5dfe1dfe4e5e8ed,裃矚蒟竟,8,4,,
0x001FB126,9c8b9cb29980,恚愆凰,6,3,,
0x001FD0EB,e3c6e6ede8e0,翦跫鞨,6,3,,
0x00200C08,e1e3e5e6e4e3e3e3e2e0,矼褂蒹聽籵,10,5,,
0x00200C25,e1e3e5e7e9ec,矼裼鴈,6,3,,
0x00202A49,e0f0e5fce1d5,瑩襞瞰,6,3,,
0x002042B4,e8d5e8cae1ec,靱靆碆,6,3,,
0x00204DA2,938f8f9093949d9597999cad,棟署灯摯吏惆,12,6,,
0x0020518F,e6dbe4e1e5dc,贔蓊袰,6,3,,
0x00205A07,e3e7e2e8e9dde5e6,肅粨鰡褂,8,4,,
0x00206289,e1dae2fbe1e1,瞽糺矣,6,3,,
0x002062C7,e0dbe3e1e9df,珈聶鱇,6,3,,
0x002063AD,e5dfe6e9e5f1,裃跌褥,6,3,,
0x00206518,9d979ba69e9c9f9197a4,摎屹棡汨陸,10,5,,
0x002067E7,9e958f95979e,桾助璃,6,3,,
0x0020BB03,968e8f8c8c9997bd,鮪曙嫌凌,8,4,,
0x0020BB2F,8ca18c8c9792,牽血嵐,6,3,,
0x0020BB8A,918c8c8c8c9e,糟血捲,6,3,,
0x0020BCA6,e1b5e1e4e9c5,盞砌鯒,6,3,,
0x0020BE2A,9b8c8c8c8c8c8c8d8c8f,寥血血訣件,10,5,,
0x0020C0B8,e6d5e8c3e7e0,贏霤鈞,6,3,,
0x0020C25C,e9b291c999a6,魎陀勗,6,3,,
0x0020C307,9aae8d978cba,坩漉玄,6,3,,
0x0020C354,e1e1e6e3e1dc,矣跂矇,6,3,,
0x0020C37C,9fb29c8c8c8c9196,浚恁血走,8,4,,
0x0020C465,8e8c95919ecc,詞舞槊,6,3,,
0x0020C47F,8c9c8c8c968c999199af,懸血膜剔勹,10,5,,
0x0020C575,8c968c8c8c8c9ea0,喧血血棧,8,4,,
0x0020C591,e6c68c8c8c8c8ca9,貳血血見,8,4,,
0x0020C5B5,9ab9908e9d99,垰錘撕,6,3,,
0x0020C5BC,9d998c9d8d97,撕拳漉,6,3,,
0x0020C6C9,8c8c8c8c98b8,血血从,6,3,,
0x0020C7E4,96ad96a09f8c908c8c938c8c908f9a9d9ba3,妙蔓沍酔兼血随圄屮,18,9,,
0x0020C80E,9a928c8c8c8c8c8c8cb3,囃血血血元,10,5,,
0x0020C919,998c8c908ca08cb7,剏倹権弦,8,4,,
0x0020CC22,9f959eb18fb09c98,泄楹床恫,8,4,,
0x0020CCF3,92ad928c9c8c8c978c918d8e8c8c8c8c8c8c8c8c8c8c8ca89fa0,眺柱恁圏倦克血血血血血肩泛,26,13,,
0x0020CE2A,96af8ca29ba79ea1,民犬岌棕,8,4,,
0x0020CE50,9a968c8c8c8c8c8c94a0,囑血血血箱,10,5,,
0x0020CF58,9fbe8c9d958c9a918c8c8c8c93909eab,淦拳阜囁血血盗椨,16,8,,
0x0020D079,928c8c8c998c,柱血剏,6,3,,
0x0020D0FF,918c8c8c8e8c9d8c999996a39b9f,糟血詞搆劔魅屐,14,7,,
0x0020D11E,908c8c8c8c8c9e95,酔血血桾,8,4,,
0x0020D2CA,8ca38c918cb2,献倦鹸,6,3,,
0x0020D434,9c9a979d92ae8db8,悁理聴査,8,4,,
0x0020D446,9f91938c9ac7,汨東塢,6,3,,
0x0020D5A6,9bbc9c8f8ca3,崗恟献,6,3,,
0x0020D71E,e4c4e3d3e3da,萋耨聚,6,3,,
0x0020DAAC,e9b6e199e5ae,鮓癨螳,6,3,,
0x0020DB1F,e4cbe6e5e4d1,萢趺葭,6,3,,
